Start (s),End (s),Scientific name,Common name,Confidence,File
36.0,39.0,Dryocopus pileatus,Pileated Woodpecker,0.6946,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
111.0,114.0,Zenaida macroura,Mourning Dove,0.5262,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
120.0,123.0,Zenaida macroura,Mourning Dove,0.3345,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
144.0,147.0,Zenaida macroura,Mourning Dove,0.3251,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
156.0,159.0,Zenaida macroura,Mourning Dove,0.4164,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
183.0,186.0,Zenaida macroura,Mourning Dove,0.3243,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
210.0,213.0,Zenaida macroura,Mourning Dove,0.3045,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
222.0,225.0,Zenaida macroura,Mourning Dove,0.6697,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
234.0,237.0,Zenaida macroura,Mourning Dove,0.5385,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
243.0,246.0,Zenaida macroura,Mourning Dove,0.3684,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
246.0,249.0,Zenaida macroura,Mourning Dove,0.7669,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
261.0,264.0,Zenaida macroura,Mourning Dove,0.5566,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
270.0,273.0,Zenaida macroura,Mourning Dove,0.5202,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
273.0,276.0,Zenaida macroura,Mourning Dove,0.8217,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
285.0,288.0,Zenaida macroura,Mourning Dove,0.8810,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
297.0,300.0,Cardinalis cardinalis,Northern Cardinal,0.2922,D:\Bird_Anuran_ARUs\RE07\SMM2-23_20260422_182400.wav
