Start (s),End (s),Scientific name,Common name,Confidence,File
102.0,105.0,Antrostomus carolinensis,Chuck-will's-widow,0.3074,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
108.0,111.0,Antrostomus carolinensis,Chuck-will's-widow,0.9918,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
111.0,114.0,Antrostomus carolinensis,Chuck-will's-widow,0.9725,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
114.0,117.0,Antrostomus carolinensis,Chuck-will's-widow,0.9891,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
117.0,120.0,Antrostomus carolinensis,Chuck-will's-widow,0.3891,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
120.0,123.0,Antrostomus carolinensis,Chuck-will's-widow,0.4394,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
126.0,129.0,Antrostomus carolinensis,Chuck-will's-widow,0.9340,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
219.0,222.0,Antrostomus carolinensis,Chuck-will's-widow,0.4597,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
222.0,225.0,Antrostomus carolinensis,Chuck-will's-widow,0.9440,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
252.0,255.0,Antrostomus carolinensis,Chuck-will's-widow,0.8664,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
255.0,258.0,Antrostomus carolinensis,Chuck-will's-widow,0.9977,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
261.0,264.0,Antrostomus carolinensis,Chuck-will's-widow,0.8297,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
264.0,267.0,Antrostomus carolinensis,Chuck-will's-widow,0.9573,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
267.0,270.0,Antrostomus carolinensis,Chuck-will's-widow,0.9233,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
276.0,279.0,Antrostomus carolinensis,Chuck-will's-widow,0.3842,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
279.0,282.0,Antrostomus carolinensis,Chuck-will's-widow,0.9983,D:\Bird_Anuran_ARUs\IF06\SMM2-31_20260425_192600.wav
