Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Zenaida macroura,Mourning Dove,0.6229,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
0.0,3.0,Corvus brachyrhynchos,American Crow,0.4611,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
12.0,15.0,Zenaida macroura,Mourning Dove,0.8272,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
24.0,27.0,Zenaida macroura,Mourning Dove,0.9926,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
27.0,30.0,Zenaida macroura,Mourning Dove,0.8183,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
36.0,39.0,Corvus brachyrhynchos,American Crow,0.4169,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
39.0,42.0,Zenaida macroura,Mourning Dove,0.9198,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
42.0,45.0,Corvus brachyrhynchos,American Crow,0.7068,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
42.0,45.0,Zenaida macroura,Mourning Dove,0.2974,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
45.0,48.0,Corvus brachyrhynchos,American Crow,0.7397,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
48.0,51.0,Corvus brachyrhynchos,American Crow,0.5361,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
51.0,54.0,Zenaida macroura,Mourning Dove,0.8289,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
60.0,63.0,Corvus brachyrhynchos,American Crow,0.4977,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
66.0,69.0,Zenaida macroura,Mourning Dove,0.9435,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
69.0,72.0,Zenaida macroura,Mourning Dove,0.6739,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
69.0,72.0,Corvus brachyrhynchos,American Crow,0.3973,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
75.0,78.0,Corvus brachyrhynchos,American Crow,0.4837,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
81.0,84.0,Zenaida macroura,Mourning Dove,0.9481,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
84.0,87.0,Corvus brachyrhynchos,American Crow,0.6283,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
84.0,87.0,Zenaida macroura,Mourning Dove,0.4554,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
87.0,90.0,Corvus brachyrhynchos,American Crow,0.9244,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
90.0,93.0,Corvus brachyrhynchos,American Crow,0.9747,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
102.0,105.0,Spinus tristis,American Goldfinch,0.5416,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
105.0,108.0,Corvus brachyrhynchos,American Crow,0.7703,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
108.0,111.0,Corvus brachyrhynchos,American Crow,0.2612,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
126.0,129.0,Corvus brachyrhynchos,American Crow,0.9030,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
129.0,132.0,Corvus brachyrhynchos,American Crow,0.8937,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
132.0,135.0,Pipilo erythrophthalmus,Eastern Towhee,0.5120,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
135.0,138.0,Corvus brachyrhynchos,American Crow,0.9419,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
138.0,141.0,Zenaida macroura,Mourning Dove,0.6083,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
138.0,141.0,Corvus brachyrhynchos,American Crow,0.5348,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
141.0,144.0,Zenaida macroura,Mourning Dove,0.7132,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
153.0,156.0,Zenaida macroura,Mourning Dove,0.9530,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
156.0,159.0,Corvus brachyrhynchos,American Crow,0.5831,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
168.0,171.0,Zenaida macroura,Mourning Dove,0.9848,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
171.0,174.0,Zenaida macroura,Mourning Dove,0.9238,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
180.0,183.0,Zenaida macroura,Mourning Dove,0.9590,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
183.0,186.0,Zenaida macroura,Mourning Dove,0.8801,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
192.0,195.0,Zenaida macroura,Mourning Dove,0.8285,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
195.0,198.0,Zenaida macroura,Mourning Dove,0.8058,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
204.0,207.0,Seiurus aurocapilla,Ovenbird,0.4120,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
210.0,213.0,Engine,Engine,0.2873,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
213.0,216.0,Engine,Engine,0.3113,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
216.0,219.0,Zenaida macroura,Mourning Dove,0.9354,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
222.0,225.0,Pipilo erythrophthalmus,Eastern Towhee,0.4454,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
225.0,228.0,Pipilo erythrophthalmus,Eastern Towhee,0.3727,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
228.0,231.0,Zenaida macroura,Mourning Dove,0.9572,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
231.0,234.0,Zenaida macroura,Mourning Dove,0.4827,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
240.0,243.0,Zenaida macroura,Mourning Dove,0.8604,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
243.0,246.0,Zenaida macroura,Mourning Dove,0.4492,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
261.0,264.0,Zenaida macroura,Mourning Dove,0.6431,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
273.0,276.0,Zenaida macroura,Mourning Dove,0.6832,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
291.0,294.0,Pipilo erythrophthalmus,Eastern Towhee,0.6063,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
294.0,297.0,Zenaida macroura,Mourning Dove,0.7949,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260418_182000.wav
