Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Lithobates palustris,Pickerel Frog,0.5884,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
3.0,6.0,Lithobates palustris,Pickerel Frog,0.4480,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
6.0,9.0,Pseudacris crucifer,Spring Peeper,0.3075,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
15.0,18.0,Lithobates palustris,Pickerel Frog,0.3005,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
24.0,27.0,Lithobates palustris,Pickerel Frog,0.2586,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
30.0,33.0,Lithobates palustris,Pickerel Frog,0.2805,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
33.0,36.0,Lithobates palustris,Pickerel Frog,0.3495,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
36.0,39.0,Lithobates palustris,Pickerel Frog,0.2760,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
42.0,45.0,Lithobates palustris,Pickerel Frog,0.4513,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
45.0,48.0,Lithobates palustris,Pickerel Frog,0.8022,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
84.0,87.0,Lithobates palustris,Pickerel Frog,0.5619,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
87.0,90.0,Lithobates palustris,Pickerel Frog,0.4869,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
90.0,93.0,Lithobates palustris,Pickerel Frog,0.3299,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
96.0,99.0,Lithobates palustris,Pickerel Frog,0.3614,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
105.0,108.0,Lithobates palustris,Pickerel Frog,0.2762,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
108.0,111.0,Lithobates palustris,Pickerel Frog,0.2575,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
114.0,117.0,Lithobates palustris,Pickerel Frog,0.3504,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
114.0,117.0,Pseudacris crucifer,Spring Peeper,0.2914,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
117.0,120.0,Lithobates palustris,Pickerel Frog,0.4523,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
120.0,123.0,Lithobates palustris,Pickerel Frog,0.3586,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
123.0,126.0,Lithobates palustris,Pickerel Frog,0.2994,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
126.0,129.0,Pseudacris crucifer,Spring Peeper,0.2616,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
129.0,132.0,Pseudacris crucifer,Spring Peeper,0.4256,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
132.0,135.0,Pseudacris crucifer,Spring Peeper,0.5538,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
135.0,138.0,Pseudacris crucifer,Spring Peeper,0.4809,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
138.0,141.0,Lithobates palustris,Pickerel Frog,0.3676,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
138.0,141.0,Pseudacris crucifer,Spring Peeper,0.2803,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
147.0,150.0,Lithobates palustris,Pickerel Frog,0.5344,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
150.0,153.0,Lithobates palustris,Pickerel Frog,0.2732,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
153.0,156.0,Lithobates palustris,Pickerel Frog,0.3007,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
156.0,159.0,Lithobates palustris,Pickerel Frog,0.4139,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
162.0,165.0,Lithobates palustris,Pickerel Frog,0.3903,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
168.0,171.0,Pseudacris crucifer,Spring Peeper,0.3273,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
171.0,174.0,Lithobates palustris,Pickerel Frog,0.3289,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
174.0,177.0,Lithobates palustris,Pickerel Frog,0.2574,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
180.0,183.0,Pseudacris crucifer,Spring Peeper,0.2716,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
189.0,192.0,Pseudacris crucifer,Spring Peeper,0.3107,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
198.0,201.0,Lithobates palustris,Pickerel Frog,0.3692,D:\Bird_Anuran_ARUs\RE06\SMM2-17_20260310_034700.wav
