Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Engine,Engine,0.3505,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
3.0,6.0,Engine,Engine,0.2657,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
6.0,9.0,Strix varia,Barred Owl,0.4815,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
18.0,21.0,Engine,Engine,0.6525,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
21.0,24.0,Engine,Engine,0.3057,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
24.0,27.0,Engine,Engine,0.3997,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
27.0,30.0,Engine,Engine,0.5496,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
30.0,33.0,Strix varia,Barred Owl,0.5134,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
33.0,36.0,Engine,Engine,0.7747,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
36.0,39.0,Engine,Engine,0.5333,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
39.0,42.0,Engine,Engine,0.6356,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
261.0,264.0,Strix varia,Barred Owl,0.2653,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260405_000900.wav
