Start (s),End (s),Scientific name,Common name,Confidence,File
117.0,120.0,Lithobates palustris,Pickerel Frog,0.3093,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
120.0,123.0,Lithobates palustris,Pickerel Frog,0.4239,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
123.0,126.0,Lithobates palustris,Pickerel Frog,0.3235,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
162.0,165.0,Lithobates palustris,Pickerel Frog,0.5100,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
168.0,171.0,Lithobates palustris,Pickerel Frog,0.5429,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
174.0,177.0,Lithobates palustris,Pickerel Frog,0.5379,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
177.0,180.0,Lithobates palustris,Pickerel Frog,0.5563,D:\Bird_Anuran_ARUs\RE08\SMM2-30_20260316_005200.wav
