Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Zenaida macroura,Mourning Dove,0.4274,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
6.0,9.0,Zenaida macroura,Mourning Dove,0.3094,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
9.0,12.0,Zenaida macroura,Mourning Dove,0.4376,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
9.0,12.0,Seiurus aurocapilla,Ovenbird,0.4183,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
21.0,24.0,Zenaida macroura,Mourning Dove,0.6220,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
24.0,27.0,Seiurus aurocapilla,Ovenbird,0.4341,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
39.0,42.0,Seiurus aurocapilla,Ovenbird,0.4403,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
45.0,48.0,Strix varia,Barred Owl,0.3542,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
48.0,51.0,Pipilo erythrophthalmus,Eastern Towhee,0.3857,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
54.0,57.0,Geothlypis trichas,Common Yellowthroat,0.4768,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
57.0,60.0,Geothlypis trichas,Common Yellowthroat,0.8760,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
60.0,63.0,Geothlypis trichas,Common Yellowthroat,0.6744,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
63.0,66.0,Geothlypis trichas,Common Yellowthroat,0.7965,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
69.0,72.0,Geothlypis trichas,Common Yellowthroat,0.6319,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
75.0,78.0,Geothlypis trichas,Common Yellowthroat,0.6743,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
84.0,87.0,Seiurus aurocapilla,Ovenbird,0.6635,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
87.0,90.0,Zenaida macroura,Mourning Dove,0.5320,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
87.0,90.0,Seiurus aurocapilla,Ovenbird,0.4825,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
90.0,93.0,Zenaida macroura,Mourning Dove,0.2743,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
102.0,105.0,Zenaida macroura,Mourning Dove,0.7615,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
102.0,105.0,Seiurus aurocapilla,Ovenbird,0.3082,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
117.0,120.0,Seiurus aurocapilla,Ovenbird,0.4265,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
126.0,129.0,Piranga olivacea,Scarlet Tanager,0.5353,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
135.0,138.0,Seiurus aurocapilla,Ovenbird,0.5897,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
135.0,138.0,Zenaida macroura,Mourning Dove,0.4327,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
147.0,150.0,Geothlypis trichas,Common Yellowthroat,0.4006,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
156.0,159.0,Geothlypis trichas,Common Yellowthroat,0.5286,D:\Bird_Anuran_ARUs\IF03\SMM2-28_20260419_182100.wav
