Start (s),End (s),Scientific name,Common name,Confidence,File
162.0,165.0,Dog,Dog,0.5773,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
165.0,168.0,Dog,Dog,0.5844,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
171.0,174.0,Dog,Dog,0.2971,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
177.0,180.0,Dog,Dog,0.2520,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
210.0,213.0,Dog,Dog,0.6423,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
213.0,216.0,Dog,Dog,0.5186,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
237.0,240.0,Strix varia,Barred Owl,0.4275,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
243.0,246.0,Dog,Dog,0.3816,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
285.0,288.0,Dog,Dog,0.4534,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260310_224800.wav
