Start (s),End (s),Scientific name,Common name,Confidence,File
108.0,111.0,Corvus brachyrhynchos,American Crow,0.5636,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
111.0,114.0,Corvus brachyrhynchos,American Crow,0.7730,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
147.0,150.0,Corvus brachyrhynchos,American Crow,0.8221,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
150.0,153.0,Corvus brachyrhynchos,American Crow,0.8005,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
159.0,162.0,Corvus brachyrhynchos,American Crow,0.4444,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
168.0,171.0,Corvus brachyrhynchos,American Crow,0.2957,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
177.0,180.0,Corvus brachyrhynchos,American Crow,0.7662,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
183.0,186.0,Corvus brachyrhynchos,American Crow,0.3032,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
186.0,189.0,Corvus brachyrhynchos,American Crow,0.5745,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
189.0,192.0,Corvus brachyrhynchos,American Crow,0.4954,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
198.0,201.0,Corvus brachyrhynchos,American Crow,0.2702,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
201.0,204.0,Corvus brachyrhynchos,American Crow,0.6924,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
207.0,210.0,Corvus brachyrhynchos,American Crow,0.5917,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
210.0,213.0,Corvus brachyrhynchos,American Crow,0.5766,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
225.0,228.0,Corvus brachyrhynchos,American Crow,0.4562,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
237.0,240.0,Corvus brachyrhynchos,American Crow,0.2853,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
261.0,264.0,Corvus brachyrhynchos,American Crow,0.5898,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
264.0,267.0,Corvus brachyrhynchos,American Crow,0.3256,D:\Bird_Anuran_ARUs\IF02\SMM2-26_20260314_175100.wav
