Start (s),End (s),Scientific name,Common name,Confidence,File
36.0,39.0,Antrostomus carolinensis,Chuck-will's-widow,0.9255,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
42.0,45.0,Antrostomus carolinensis,Chuck-will's-widow,0.8462,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
87.0,90.0,Antrostomus carolinensis,Chuck-will's-widow,0.9816,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
90.0,93.0,Antrostomus carolinensis,Chuck-will's-widow,0.3844,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
120.0,123.0,Antrostomus carolinensis,Chuck-will's-widow,0.2513,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
123.0,126.0,Antrostomus carolinensis,Chuck-will's-widow,0.6228,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
129.0,132.0,Antrostomus carolinensis,Chuck-will's-widow,0.4558,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
144.0,147.0,Antrostomus carolinensis,Chuck-will's-widow,0.9846,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
153.0,156.0,Antrostomus carolinensis,Chuck-will's-widow,0.9139,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
174.0,177.0,Antrostomus carolinensis,Chuck-will's-widow,0.2733,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
177.0,180.0,Antrostomus carolinensis,Chuck-will's-widow,0.4758,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
234.0,237.0,Antrostomus carolinensis,Chuck-will's-widow,0.9905,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
237.0,240.0,Antrostomus carolinensis,Chuck-will's-widow,0.4785,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
240.0,243.0,Antrostomus carolinensis,Chuck-will's-widow,0.3142,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
246.0,249.0,Antrostomus carolinensis,Chuck-will's-widow,0.9475,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
252.0,255.0,Antrostomus carolinensis,Chuck-will's-widow,0.3454,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
264.0,267.0,Antrostomus carolinensis,Chuck-will's-widow,0.3052,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
267.0,270.0,Antrostomus carolinensis,Chuck-will's-widow,0.9455,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
270.0,273.0,Antrostomus carolinensis,Chuck-will's-widow,0.9906,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
273.0,276.0,Antrostomus carolinensis,Chuck-will's-widow,0.9889,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
276.0,279.0,Antrostomus carolinensis,Chuck-will's-widow,0.9953,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
279.0,282.0,Antrostomus carolinensis,Chuck-will's-widow,0.9487,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
282.0,285.0,Antrostomus carolinensis,Chuck-will's-widow,0.9485,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
285.0,288.0,Antrostomus carolinensis,Chuck-will's-widow,0.9826,D:\Bird_Anuran_ARUs\IF05\SMM2-22_20260402_000600.wav
