Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Pseudacris crucifer,Spring Peeper,0.3707,D:\Bird_Anuran_ARUs\RE09\SMM2-25_20260303_034100.wav
123.0,126.0,Baeolophus bicolor,Tufted Titmouse,0.2588,D:\Bird_Anuran_ARUs\RE09\SMM2-25_20260303_034100.wav
156.0,159.0,Strix varia,Barred Owl,0.2610,D:\Bird_Anuran_ARUs\RE09\SMM2-25_20260303_034100.wav
216.0,219.0,Lithobates palustris,Pickerel Frog,0.3222,D:\Bird_Anuran_ARUs\RE09\SMM2-25_20260303_034100.wav
282.0,285.0,Baeolophus bicolor,Tufted Titmouse,0.2828,D:\Bird_Anuran_ARUs\RE09\SMM2-25_20260303_034100.wav
