Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.3097,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
3.0,6.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.7272,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
6.0,9.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.6242,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
9.0,12.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.3501,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
39.0,42.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.8896,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
42.0,45.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.3485,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
48.0,51.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.7415,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
69.0,72.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.2579,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
84.0,87.0,Lithobates palustris,Pickerel Frog,0.3169,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
105.0,108.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.5399,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
108.0,111.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.4230,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
117.0,120.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.4023,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
123.0,126.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.4394,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
132.0,135.0,Lithobates palustris,Pickerel Frog,0.6015,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
132.0,135.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.2931,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
135.0,138.0,Lithobates palustris,Pickerel Frog,0.2886,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
141.0,144.0,Lithobates palustris,Pickerel Frog,0.3649,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
147.0,150.0,Lithobates palustris,Pickerel Frog,0.7178,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
159.0,162.0,Strix varia,Barred Owl,0.3152,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
174.0,177.0,Lithobates palustris,Pickerel Frog,0.2721,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
189.0,192.0,Lithobates palustris,Pickerel Frog,0.3986,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
195.0,198.0,Lithobates palustris,Pickerel Frog,0.3254,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
198.0,201.0,Lithobates palustris,Pickerel Frog,0.3359,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
222.0,225.0,Lithobates palustris,Pickerel Frog,0.4730,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
252.0,255.0,Pseudacris brimleyi,Brimley's Chorus Frog,0.2689,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
267.0,270.0,Lithobates palustris,Pickerel Frog,0.2848,D:\Bird_Anuran_ARUs\RE03\SMM2-19_20260320_185600.wav
